nodeid,lat,long
13264,40.6829,-73.8051
13265,40.7507,-73.9914
13266,40.7737,-73.9619
13267,40.7713,-73.9596
13268,40.7353,-73.9921
13269,40.7695,-73.9832
13270,40.7596,-73.9738
13271,40.7917,-73.9528
13272,40.7485,-73.9801
13273,40.75,-73.9735
13274,40.7471,-73.9816
13275,40.7746,-73.9601
13276,40.7459,-73.9946
13277,40.7147,-73.9971
13278,40.7235,-73.9852
13279,40.7316,-74.0011
13280,40.7437,-73.9737
13281,40.7209,-73.9978
13282,40.7141,-74.0145
13283,40.7478,-73.9827
13284,40.7564,-74.0032
13285,40.7289,-73.9924
13286,40.7269,-74.0071
13287,40.7631,-73.978
13288,40.7818,-73.959
13289,40.7816,-73.9583
13290,40.74,-73.9907
13291,40.7219,-74.0025
13292,40.7371,-74.0014
13293,40.7433,-73.9891
13294,40.7632,-73.979
13295,40.7275,-73.955
13296,40.7754,-73.9225
13297,40.7676,-73.956
13298,40.7633,-73.963
13299,40.7437,-73.9792
13300,40.7627,-73.9633
13301,40.7402,-74.0021
13302,40.7832,-73.9452
13303,40.7728,-73.9585
13304,40.7882,-73.9504
13305,40.7359,-73.9938
13306,40.7798,-73.9552
13307,40.7872,-73.9539
13308,40.7239,-74.0112
13309,40.7153,-74.0137
13310,40.7734,-73.955
13311,40.7225,-73.9825
13312,40.7706,-73.9881
13313,40.7503,-73.8929
13314,40.7212,-73.9937
13315,40.7311,-73.9899
13316,40.6468,-73.7902
13317,40.7613,-73.9931
13318,40.7313,-74.0011
13319,40.7292,-73.9812
13320,40.7358,-73.9794
13321,40.7447,-73.9774
13322,40.6639,-73.9908
13323,40.7758,-73.9533
13324,40.7508,-73.9715
13325,40.7403,-74.0035
13326,40.7714,-73.9502
13327,40.7215,-73.989
13328,40.7304,-74.0082
13329,40.7961,-73.9728
13330,40.7763,-73.9562
13331,40.7502,-73.992
13332,40.7847,-73.9525
13333,40.7347,-73.9906
13334,40.7773,-73.9594
13335,40.7829,-73.9519
13336,40.7147,-73.9432
13337,40.7454,-73.9154
13338,40.7395,-73.9765
13339,40.7655,-73.9546
13340,40.7853,-73.9731
13341,40.7723,-73.9826
13342,40.7295,-73.9899
13343,40.713,-73.9985
13344,40.7434,-73.9994
13345,40.7619,-73.9791
13346,40.7153,-74.0097
13347,40.7086,-74.0111
13348,40.7769,-73.9493
13349,40.7603,-73.974
13350,40.7794,-73.962
13351,40.7338,-74.0073
13352,40.714,-74.0116
13353,40.7679,-73.9839
13354,40.7047,-74.0078
13355,40.7058,-74.0072
13356,40.7671,-73.9603
13357,40.7806,-73.9583
13358,40.7256,-73.8048
13359,40.7387,-73.9878
13360,40.7185,-73.9892
13361,40.7286,-74.0005
13362,40.7054,-74.0173
13363,40.7233,-73.9928
13364,40.7248,-73.9844
13365,40.7574,-73.9628
13366,40.7402,-74.0022
13367,40.7445,-73.9991
13368,40.77,-73.8632
13369,40.7616,-73.9632
13370,40.7663,-73.9526
13371,40.7399,-73.9741
13372,40.7614,-73.9901
13373,40.7357,-73.9928
13374,40.7865,-73.9547
13375,40.7636,-73.9652
13376,40.745,-73.9903
13377,40.7332,-74.0064
13378,40.7417,-73.9972
13379,40.7534,-73.9075
13380,40.7609,-73.9393
13381,40.7269,-73.9857
13382,40.7078,-74.0017
13383,40.7371,-73.9844
13384,40.7782,-73.9526
13385,40.76,-73.9879
13386,40.8399,-73.8999
13387,40.727,-74.0053
13388,40.728,-73.9932
13389,40.7914,-73.9686
13390,40.7871,-73.9791
13391,40.7925,-73.9641
13392,40.7805,-73.9837
13393,40.7743,-73.9825
13394,40.7213,-73.9888
13395,40.7687,-73.9599
13396,40.7315,-73.997
13397,40.7649,-73.9825
13398,40.7314,-73.9856
13399,40.7157,-73.9803
13400,40.7563,-73.9942
13401,40.7402,-74.0053
13402,40.7824,-73.9508
13403,40.7408,-73.9919
13404,40.7572,-73.9861
13405,40.7748,-73.945
13406,40.737,-73.9964
13407,40.7407,-73.9789
13408,40.7354,-73.9876
13409,40.7906,-73.9745
13410,40.7344,-73.9951
13411,40.7026,-74.0115
13412,40.7711,-73.9825
13413,40.6703,-73.9532
13414,40.7526,-73.9752
13415,40.7587,-73.968
13416,40.7578,-73.9706
13417,40.7065,-74.0057
13418,40.7146,-73.959
13419,40.7748,-73.9541
13420,40.7668,-73.9601
13421,40.7582,-73.9604
13422,40.7345,-73.9832
13423,40.7952,-73.9484
13424,40.7978,-73.934
13425,40.7311,-73.9741
13426,40.7473,-74.0082
13427,40.7249,-74.0095
13428,40.7619,-73.9746
13429,40.7734,-73.9552
13430,40.8047,-73.9665
13431,40.7949,-73.9718
13432,40.75,-74.0061
13433,40.7118,-74.0058
13434,40.7607,-73.9612
13435,40.6761,-73.9532
13436,40.6976,-73.9688
13437,40.753,-73.9851
13438,40.7269,-73.9889
13439,40.761,-73.9843
13440,40.7467,-73.9886
13441,40.7819,-73.9756
13442,40.7747,-73.9633
13443,40.7766,-73.9529
13444,40.7587,-73.9894
13445,40.7816,-73.954
13446,40.7889,-73.9666
13447,40.7581,-74.0009
13448,40.7548,-73.9916
13449,40.7844,-73.9771
13450,40.7551,-73.9645
13451,40.7629,-73.9731
13452,40.7515,-73.9822
13453,40.7316,-73.9968
13454,40.7782,-73.9568
13455,40.7586,-73.9733
13456,40.6948,-73.9838
13457,40.7126,-73.9497
13458,40.8047,-73.9479
13459,40.8114,-73.9627
13460,40.7599,-73.9858
13461,40.7608,-74.0024
13462,40.7475,-73.9726
13463,40.743,-73.985
13464,40.775,-73.9538
13465,40.7584,-73.9633
13466,40.7554,-73.9932
13467,40.7448,-73.9825
13468,40.7742,-73.9774
13469,40.78,-73.9809
13470,40.7104,-74.0114
13471,40.755,-73.9687
13472,40.7309,-73.9815
13473,40.7559,-73.9666
13474,40.771,-73.9812
13475,40.7687,-73.993
13476,40.7425,-74.008
13477,40.72,-74.0086
13478,40.7329,-73.9876
13479,40.7256,-73.9839
13480,40.7343,-73.9949
13481,40.7573,-73.9737
13482,40.7696,-73.9808
13483,40.7768,-73.961
13484,40.7854,-73.9513
13485,40.7489,-73.9835
13486,40.7512,-74.0064
13487,40.7192,-74.0104
13488,40.695,-73.9839
13489,40.7296,-73.9949
13490,40.7351,-73.9818
13491,40.6449,-73.7766
13492,40.7557,-73.9727
13493,40.7559,-73.9668
13494,40.7193,-74.007
13495,40.7741,-73.9613
13496,40.7361,-73.852
13497,40.746,-73.953
13498,40.7506,-73.9408
13499,40.7202,-73.9934
13500,40.6867,-73.9756
13501,40.7717,-73.9831
13502,40.76,-73.9801
13503,40.7567,-73.9887
13504,40.8069,-73.9537
13505,40.7243,-73.9928
13506,40.7266,-74.0025
13507,40.7108,-73.9677
13508,40.6998,-73.9833
13509,40.727,-73.9858
13510,40.7841,-73.9784
13511,40.76,-73.973
13512,40.7767,-73.948
13513,40.753,-73.9746
13514,40.7672,-73.9627
13515,40.7456,-73.9846
13516,40.7414,-74.0286
13517,40.75,-73.9786
13518,40.6442,-73.7824
13519,40.7544,-73.98
13520,40.7468,-73.9904
13521,40.7421,-73.9813
13522,40.72,-73.9936
13523,40.7303,-73.9535
13524,40.7638,-73.9925
13525,40.7828,-73.9822
13526,40.7426,-73.9862
13527,40.8077,-73.9293
13528,40.7608,-73.9819
13529,40.7827,-73.9713
13530,40.8176,-73.9565
13531,40.8312,-73.9213
13532,40.7723,-73.9823
13533,40.7365,-73.9907
13534,40.7619,-73.9792
13535,40.7741,-73.9794
13536,40.7641,-73.9619
13537,40.7332,-74.0006
13538,40.7565,-73.9662
13539,40.7581,-73.9603
13540,40.7195,-73.9932
13541,40.7028,-73.9442
13542,40.7485,-73.9786
13543,40.7441,-73.9832
13544,40.7662,-73.9796
13545,40.7388,-73.9876
13546,40.7845,-73.9558
13547,40.7867,-73.9779
13548,40.7213,-73.9829
13549,40.7613,-73.973
13550,40.7815,-73.9541
13551,40.7993,-73.9592
13552,40.7794,-73.9842
13553,40.7474,-73.9936
13554,40.7824,-73.9547
13555,40.7692,-73.9825
13556,40.7917,-73.9686
13557,40.7579,-73.9759
13558,40.7228,-73.9987
13559,40.7783,-73.9527
13560,40.7781,-73.9631
13561,40.7722,-73.9601
13562,40.7635,-73.9692
13563,40.787,-73.952
13564,40.7348,-73.9912
13565,40.7349,-73.9799
13566,40.7607,-73.9631
13567,40.7526,-73.9475
13568,40.7166,-74.0129
13569,40.7318,-73.9824
13570,40.7295,-73.9915
13571,40.7562,-73.9869
13572,40.7664,-73.9831
13573,40.7439,-73.9265
13574,40.7226,-73.8479
13575,40.7508,-73.9699
13576,40.7422,-74.0045
13577,40.7604,-73.9875
13578,40.8158,-73.9426
13579,40.7706,-73.9486
13580,40.7611,-73.9681
13581,40.7215,-74.0099
13582,40.7257,-73.9974
13583,40.7269,-73.9997
13584,40.7383,-74.0092
13585,40.7464,-73.9976
13586,40.7789,-73.9539
13587,40.7636,-73.9591
13588,40.7475,-73.9832
13589,40.769,-73.9521
13590,40.7519,-74.0011
13591,40.7532,-73.979
13592,40.7636,-73.9334
13593,40.7572,-73.9367
13594,40.7697,-73.9842
13595,40.7731,-73.9587
13596,40.7726,-73.9556
13597,40.7783,-73.9885
13598,40.7498,-73.9917
13599,40.7041,-74.0067
13600,40.7586,-73.9727
13601,40.7567,-73.9673
13602,40.724,-74.0024
13603,40.7497,-73.9953
13604,40.7458,-73.994
13605,40.7424,-73.9846
13606,40.7933,-73.9729
13607,40.7748,-73.9508
13608,40.7399,-73.9895
13609,40.7756,-73.9825
13610,40.7654,-73.982
13611,40.7454,-73.9864
13612,40.7306,-73.9595
13613,40.7412,-74.0037
13614,40.8075,-73.9643
13615,40.7735,-73.9662
13616,40.7845,-73.9541
13617,40.7538,-74.0007
13618,40.7268,-73.9891
13619,40.7362,-73.9894
13620,40.7282,-73.9937
13621,40.8033,-73.9672
13622,40.8068,-73.9433
13623,40.7369,-73.9968
13624,40.7425,-74.0077
13625,40.7415,-73.9833
13626,40.7278,-73.9944
13627,40.7298,-73.9913
13628,40.751,-73.9783
13629,40.777,-73.9493
13630,40.7642,-73.9651
13631,40.7874,-73.9543
13632,40.7531,-73.979
13633,40.7625,-73.9721
13634,40.7246,-73.9986
13635,40.7302,-73.954
13636,40.6458,-74.0162
13637,40.6529,-73.9624
13638,40.7323,-74.0078
13639,40.7211,-74.0011
13640,40.7881,-73.9765
13641,40.755,-73.9914
13642,40.7632,-73.9764
13643,40.7453,-73.9885
13644,40.7871,-73.9715
13645,40.8672,-73.9231
13646,40.7628,-73.9775
13647,40.7542,-73.9779
13648,40.7543,-73.9994
13649,40.7777,-73.9547
13650,40.7484,-73.9863
13651,40.705,-74.0071
13652,40.7611,-73.9761
13653,40.7706,-73.948
13654,40.7401,-73.9948
13655,40.7601,-73.9829
13656,40.7523,-74.0015
13657,40.748,-73.9914
13658,40.749,-73.984
13659,40.7384,-73.9924
13660,40.7315,-73.9968
13661,40.7095,-74.0179
13662,40.7215,-73.9576
13663,40.7643,-73.973
13664,40.7669,-73.9826
13665,40.7403,-73.976
13666,40.7293,-73.9855
13667,40.7703,-73.9574
13668,40.7639,-73.9642
13669,40.645,-73.793
13670,40.8074,-73.9647
13671,40.7736,-73.9578
13672,40.7895,-73.9737
13673,40.7685,-73.9677
13674,40.7769,-73.9618
13675,40.7092,-74.0104
13676,40.7629,-73.9818
13677,40.7675,-73.9828
13678,40.7907,-73.9723
13679,40.7788,-73.9893
13680,40.7773,-73.9683
13681,40.7521,-73.9854
13682,40.7437,-73.9876
13683,40.7282,-74.0027
13684,40.7494,-73.9751
13685,40.7091,-74.0103
13686,40.7464,-73.9798
13687,40.6756,-74.0007
13688,40.7534,-73.9928
13689,40.7577,-73.9729
13690,40.745,-73.9919
13691,40.7212,-73.9982
13692,40.7886,-73.9762
13693,40.7722,-73.9559
13694,40.7927,-73.9675
13695,40.7866,-73.9408
13696,40.7642,-73.9885
13697,40.8073,-73.9443
13698,40.7702,-73.9646
13699,40.7549,-73.9763
13700,40.7774,-73.9611
13701,40.7751,-73.9628
13702,40.7778,-73.9749
13703,40.7975,-73.9716
13704,40.7456,-73.9989
13705,40.7239,-74.0006
13706,40.7528,-73.945
13707,40.7636,-73.9241
13708,40.7682,-73.9834
13709,40.7114,-73.9641
13710,40.7627,-73.984
13711,40.7515,-73.9903
13712,40.779,-73.9545
13713,40.7879,-73.9755
13714,40.7237,-73.9929
13715,40.7243,-73.9787
13716,40.7669,-73.9939
13717,40.6657,-73.9892
13718,40.7442,-74.0068
13719,40.7522,-73.9855
13720,40.7528,-73.9932
13721,40.7334,-73.9899
13722,40.7373,-73.985
13723,40.7432,-74.0
13724,40.7674,-73.9826
13725,40.7345,-73.9833
13726,40.7589,-73.973
13727,40.7594,-73.9869
13728,40.7626,-73.9679
13729,40.7576,-73.9891
13730,40.7632,-73.9778
13731,40.7882,-73.9763
13732,40.7634,-73.9596
13733,40.7424,-73.9916
13734,40.7207,-73.9871
13735,40.7159,-73.962
13736,40.6891,-73.9317
13737,40.7401,-73.9763
13738,40.7647,-73.9848
13739,40.7437,-73.9861
13740,40.7394,-74.0065
13741,40.7077,-74.0055
13742,40.7526,-73.9728
13743,40.7556,-73.9648
13744,40.7774,-73.9506
13745,40.7583,-73.9858
13746,40.7278,-74.0094
13747,40.757,-73.9848
13748,40.776,-73.9534
13749,40.7851,-73.9536
13750,40.7993,-73.9591
13751,40.7575,-73.9818
13752,40.7588,-73.9848
13753,40.8175,-73.95
13754,40.7521,-73.929
13755,40.7489,-73.893
13756,40.7019,-74.0132
13757,40.7361,-73.9791
13758,40.7465,-73.9899
13759,40.7602,-74.0026
13760,40.7814,-73.9833
13761,40.8044,-73.9667
13762,40.7984,-73.9606
13763,40.7209,-73.9975
13764,40.7665,-73.9569
13765,40.7579,-73.9635
13766,40.7733,-73.9519
13767,40.7657,-73.9655
13768,40.7613,-73.9709
13769,40.7529,-73.9671
13770,40.7695,-73.9581
13771,40.7367,-73.9968
13772,40.6851,-73.9916
13773,40.7055,-73.9204
13774,40.7652,-73.9808
13775,40.7775,-73.9805
13776,40.7289,-73.9903
13777,40.7184,-74.0007
13778,40.7722,-73.9557
13779,40.845,-73.9374
13780,40.7345,-73.9904
13781,40.7343,-73.999
13782,40.7266,-73.9904
13783,40.7546,-73.9658
13784,40.7827,-73.9477
13785,40.7661,-73.9602
13786,40.7629,-73.9696
13787,40.7216,-74.0114
13788,40.7961,-73.9707
13789,40.8237,-73.9426
13790,40.6641,-73.8797
13791,40.7279,-73.9882
13792,40.7203,-73.9964
13793,40.7802,-73.9768
13794,40.7601,-73.9649
13795,40.7431,-73.977
13796,40.7232,-74.0079
13797,40.7558,-73.9668
13798,40.755,-73.9842
13799,40.738,-73.983
13800,40.7561,-73.9902
13801,40.723,-73.858
13802,40.7724,-73.9826
13803,40.7564,-73.9874
13804,40.7594,-73.9725
13805,40.7365,-73.9816
13806,40.769,-73.8625
13807,40.7711,-73.9494
13808,40.7878,-73.977
13809,40.7921,-73.9773
13810,40.6935,-73.989
13811,40.7406,-73.9788
13812,40.7953,-73.9505
13813,40.7568,-73.9874
13814,40.7194,-73.9888
13815,40.7269,-73.98
13816,40.7573,-73.9714
13817,40.7472,-73.9814
13818,40.7196,-74.0004
13819,40.709,-73.9485
13820,40.7635,-73.9853
13821,40.6008,-73.9803
13822,40.7681,-73.9818
13823,40.7693,-73.9811
13824,40.7557,-73.9826
13825,40.7509,-73.9904
13826,40.746,-73.9766
13827,40.7204,-73.9888
13828,40.7381,-73.9963
13829,40.7473,-73.9739
13830,40.7694,-73.9828
13831,40.7632,-73.9704
13832,40.7724,-73.9587
13833,40.766,-73.9847
13834,40.7474,-74.0007
13835,40.7375,-73.9797
13836,40.7606,-73.9674
13837,40.7668,-73.9627
13838,40.7408,-73.9839
13839,40.7691,-73.9924
13840,40.7194,-73.9943
13841,40.7705,-73.9573
13842,40.7784,-73.9567
13843,40.746,-73.9814
13844,40.7392,-73.9953
13845,40.7691,-73.8629
13846,40.7375,-73.9926
13847,40.736,-73.9874
13848,40.7145,-73.9905
13849,40.7924,-73.9679
13850,40.7749,-73.9806
13851,40.7646,-73.9646
13852,40.7276,-73.9915
13853,40.7072,-74.0045
13854,40.7797,-73.9741
13855,40.7754,-73.9535
13856,40.7811,-73.9464
13857,40.7655,-73.9577
13858,40.7618,-73.9749
13859,40.7037,-74.0073
13860,40.721,-74.0042
13861,40.7734,-73.9524
13862,40.7641,-73.9883
13863,40.7053,-74.0172
13864,40.7298,-73.9933
13865,40.7622,-73.9633
13866,40.7203,-74.0052
13867,40.7246,-73.9801
13868,40.7313,-73.9887
13869,40.6962,-73.9926
13870,40.7604,-73.9758
13871,40.7089,-74.0122
13872,40.7423,-73.9827
13873,40.7508,-73.9741
13874,40.7742,-73.9808
13875,40.7435,-73.9724
13876,40.7543,-73.9906
13877,40.7514,-73.9339
13878,40.7429,-73.9925
13879,40.7334,-73.9933
13880,40.78,-73.9472
13881,40.7659,-73.9764
13882,40.7735,-73.978
13883,40.7741,-73.9852
13884,40.7717,-73.9264
13885,40.7407,-73.9861
13886,40.7636,-73.9931
13887,40.7854,-73.9576
13888,40.7726,-73.9662
13889,40.7368,-73.9934
13890,40.7451,-73.9876
13891,40.7327,-74.0074
13892,40.7591,-73.9733
13893,40.7744,-73.9594
13894,40.7547,-73.9257
13895,40.7632,-73.9209
13896,40.7395,-73.9873
13897,40.733,-73.9758
13898,40.7624,-73.9863
13899,40.7599,-73.9811
13900,40.7366,-74.0098
13901,40.7656,-73.976
13902,40.7632,-73.9736
13903,40.7529,-73.966
13904,40.7086,-74.0133
13905,40.7163,-73.9959
13906,40.7377,-73.9966
13907,40.7449,-73.9829
13908,40.7719,-73.979
13909,40.8535,-73.9383
13910,40.7335,-74.0064
13911,40.7357,-73.9927
13912,40.7309,-73.9921
13913,40.7083,-74.0064
13914,40.747,-74.0045
13915,40.8666,-73.9241
13916,40.7513,-73.9804
13917,40.7704,-73.9859
13918,40.764,-73.9737
13919,40.7102,-73.9625
13920,40.7623,-73.9787
13921,40.7677,-73.9801
13922,40.7912,-73.9775
13923,40.7843,-73.9584
13924,40.7709,-73.9681
13925,40.7627,-73.9694
13926,40.7759,-73.947
13927,40.7587,-73.9888
13928,40.7733,-73.9623
13929,40.7763,-73.9497
13930,40.7039,-74.0089
13931,40.7464,-73.9715
13932,40.7291,-73.9813
13933,40.7145,-73.9903
13934,40.7365,-73.9909
13935,40.7625,-73.9867
13936,40.7663,-73.9792
13937,40.7399,-73.98
13938,40.7121,-74.0103
13939,40.7203,-74.0032
13940,40.7765,-73.9498
13941,40.7603,-73.9798
13942,40.7625,-73.9678
13943,40.7398,-73.9814
13944,40.7451,-73.986
13945,40.8066,-73.9486
13946,40.7388,-74.0091
13947,40.7536,-73.9807
13948,40.7716,-73.9824
13949,40.7529,-73.9812
13950,40.7642,-73.9619
13951,40.7588,-73.9213
13952,40.7448,-73.987
13953,40.7255,-73.984
13954,40.7524,-73.978
13955,40.7706,-73.8652
13956,40.7513,-73.9744
13957,40.7786,-73.9537
13958,40.7499,-73.9816
13959,40.774,-73.9549
13960,40.7136,-74.0117
13961,40.7344,-74.0047
13962,40.7616,-73.9792
13963,40.7361,-73.9894
13964,40.7219,-73.9583
13965,40.717,-73.9565
13966,40.7352,-73.9912
13967,40.7583,-73.9928
13968,40.6896,-73.916
13969,40.7456,-73.9847
13970,40.714,-73.9512
13971,40.7508,-73.9917
13972,40.7451,-74.0059
13973,40.7163,-74.0133
13974,40.717,-74.0042
13975,40.8127,-73.9568
13976,40.725,-73.9993
13977,40.741,-74.0075
13978,40.7634,-73.9734
13979,40.7352,-73.9801
13980,40.7733,-73.9578
13981,40.7668,-73.963
13982,40.7459,-73.9945
13983,40.7484,-74.0053
13984,40.8164,-73.9541
13985,40.7591,-73.9778
13986,40.7995,-73.9701
13987,40.7754,-73.9822
13988,40.7274,-73.9938
13989,40.7164,-74.0115
13990,40.7402,-74.0077
13991,40.7527,-73.9945
13992,40.7654,-73.9836
13993,40.7502,-73.9948
13994,40.7751,-73.9585
13995,40.7833,-73.9781
13996,40.7318,-73.9853
13997,40.7359,-74.006
13998,40.723,-73.9893
13999,40.7904,-73.9748
14000,40.7952,-73.9658
14001,40.744,-73.9993
14002,40.7548,-73.9796
14003,40.7738,-73.9784
14004,40.7789,-73.9684
14005,40.7619,-73.9857
14006,40.7544,-73.9736
14007,40.7642,-73.9696
14008,40.7533,-73.9862
14009,40.7599,-73.9841
14010,40.7334,-73.9952
14011,40.7153,-74.0114
14012,40.7327,-74.0057
14013,40.7814,-73.9759
14014,40.7079,-74.012
14015,40.7442,-74.003
14016,40.7204,-74.01
14017,40.7304,-73.9834
14018,40.7039,-73.909
14019,40.6942,-73.9837
14020,40.7774,-73.9862
14021,40.7425,-73.992
14022,40.749,-73.9923
14023,40.7492,-74.0033
14024,40.7563,-73.9234
14025,40.7731,-73.9552
14026,40.7628,-73.9599
14027,40.7432,-73.9875
14028,40.7523,-73.9858
14029,40.7692,-73.9958
14030,40.7353,-73.9901
14031,40.7253,-74.0076
14032,40.7323,-74.0006
14033,40.737,-73.9973
14034,40.7355,-73.9942
14035,40.7444,-73.9278
14036,40.782,-73.9819
14037,40.7741,-73.8728
14038,40.7644,-73.9804
14039,40.7538,-73.9851
14040,40.721,-73.8505
14041,40.7851,-73.9556
14042,40.7774,-73.9508
14043,40.7871,-73.9754
14044,40.7618,-73.9663
14045,40.7915,-73.9523
14046,40.7562,-73.997
14047,40.7898,-73.9661
14048,40.7958,-73.97
14049,40.7243,-74.0024
14050,40.787,-73.9563
14051,40.7398,-73.9882
14052,40.6829,-73.9204
14053,40.7044,-73.9133
14054,40.7261,-73.9945
14055,40.7479,-74.0046
14056,40.766,-73.9768
14057,40.6487,-73.7823
14058,40.751,-73.9823
14059,40.7545,-73.9689
14060,40.7264,-73.9863
14061,40.7606,-73.9767
14062,40.711,-74.0158
14063,40.6168,-74.0384
14064,40.7428,-73.9824
14065,40.7544,-73.9684
14066,40.7917,-73.9685
14067,40.7954,-73.962
14068,40.7201,-73.9845
14069,40.7226,-73.9976
14070,40.7169,-74.0083
14071,40.7638,-73.9871
14072,40.7567,-73.9978
14073,40.7557,-73.9777
14074,40.7501,-74.006
14075,40.7954,-73.9734
14076,40.7648,-73.9702
14077,40.7617,-73.9829
14078,40.7798,-73.955
14079,40.7323,-74.0038
14080,40.7721,-73.9588
14081,40.7805,-73.9816
14082,40.7293,-73.9913
14083,40.7232,-73.9854
14084,40.7504,-73.995
14085,40.6888,-73.989
14086,40.6929,-73.9888
14087,40.706,-73.9635
14088,40.7627,-73.9627
14089,40.784,-73.9566
14090,40.78,-73.9812
14091,40.7742,-73.981
14092,40.7115,-74.0162
14093,40.6227,-74.0341
14094,40.7332,-73.9871
14095,40.7438,-73.9733
14096,40.7257,-74.0055
14097,40.7522,-73.9277
14098,40.7504,-73.9365
14099,40.7535,-73.9964
14100,40.7605,-73.9993
14101,40.7851,-73.9493
14102,40.8402,-73.9429
14103,40.7438,-73.9837
14104,40.7265,-73.992
14105,40.7738,-73.9662
14106,40.8205,-73.9549
14107,40.8082,-73.9486
14108,40.7618,-73.9823
14109,40.7141,-74.0146
14110,40.7066,-74.0064
14111,40.7629,-73.9621
14112,40.7493,-73.9908
14113,40.7115,-74.0079
14114,40.7822,-73.9811
14115,40.7638,-73.9735
14116,40.7762,-73.9898
14117,40.7785,-73.9811
14118,40.7585,-73.989
14119,40.7541,-73.9944
14120,40.7743,-73.873
14121,40.6482,-73.7815
14122,40.788,-73.9769
14123,40.6764,-73.974
14124,40.7219,-73.9973
14125,40.7494,-73.9923
14126,40.7501,-73.975
14127,40.7607,-73.9792
14128,40.7249,-73.9922
14129,40.7352,-73.9836
14130,40.777,-73.9792
14131,40.7659,-73.9555
14132,40.7143,-74.0145
14133,40.7478,-73.9829
14134,40.7204,-74.0052
14135,40.7291,-73.989
14136,40.7501,-73.9387
14137,40.7346,-73.9373
14138,40.7586,-73.9889
14139,40.7609,-73.9673
14140,40.7176,-74.0001
14141,40.7652,-73.9679
14142,40.7153,-74.0159
14143,40.7664,-73.9841
14144,40.6857,-73.9642
14145,40.7274,-73.9886
14146,40.6911,-74.1772
14147,40.7463,-74.0051
14148,40.7558,-73.9913
14149,40.7592,-73.9809
14150,40.8013,-73.9538
14151,40.7455,-73.9753
14152,40.7386,-73.9867
14153,40.7194,-73.9907
14154,40.6035,-73.9522
14155,40.7598,-73.9957
14156,40.8053,-73.9417
14157,40.7001,-73.9408
14158,40.7703,-73.9543
14159,40.7738,-73.9461
14160,40.7249,-73.9941
14161,40.7654,-73.9803
14162,40.7187,-74.0099
14163,40.785,-73.9558
14164,40.7611,-73.9607
14165,40.7641,-73.9543
14166,40.7635,-73.9592
14167,40.7681,-73.962
14168,40.7639,-73.9588
14169,40.7615,-73.9646
14170,40.7603,-73.9839
14171,40.7082,-74.0155
14172,40.7511,-73.9825
14173,40.7561,-73.9728
14174,40.7449,-73.9851
14175,40.7332,-73.989
14176,40.7203,-73.9937
14177,40.7281,-73.9849
14178,40.7184,-73.9891
14179,40.7321,-74.0037
14180,40.7252,-74.0058
14181,40.7411,-74.0017
14182,40.7477,-74.0006
14183,40.7665,-73.954
14184,40.759,-73.9798
14185,40.7219,-74.0042
14186,40.8013,-73.9614
14187,40.8268,-73.9464
14188,40.7644,-73.9633
14189,40.7264,-73.8219
14190,40.7449,-73.9914
14191,40.7449,-73.9763
14192,40.7887,-73.9669
14193,40.7532,-73.981
14194,40.7599,-73.9763
14195,40.6833,-73.9837
14196,40.7054,-74.0141
14197,40.7541,-73.9815
14198,40.7685,-73.9853
14199,40.7563,-73.9974
14200,40.7016,-74.0116
14201,40.7162,-73.9874
14202,40.7241,-73.985
14203,40.7327,-73.9876
14204,40.747,-73.9853
14205,40.7994,-73.9628
14206,40.8109,-73.9392
14207,40.7188,-74.0049
14208,40.7073,-74.0043
14209,40.7231,-73.993
14210,40.733,-73.9899
14211,40.7718,-73.9902
14212,40.7848,-73.9791
14213,40.7667,-73.961
14214,40.7753,-73.9636
14215,40.731,-74.0014
14216,40.7737,-73.9852
14217,40.7207,-73.9938
14218,40.7281,-74.0019
14219,40.7347,-73.9908
14220,40.792,-73.9455
14221,40.775,-73.9807
14222,40.7659,-73.9546
14223,40.7098,-74.0048
14224,40.7311,-73.992
14225,40.7477,-73.9567
14226,40.7519,-73.9808
14227,40.7523,-73.9935
14228,40.5868,-74.1626
14229,40.7222,-74.0036
14230,40.7134,-74.0081
14231,40.7463,-73.9833
14232,40.7403,-73.9842
14233,40.756,-73.9711
14234,40.7699,-73.8639
14235,40.6932,-73.9889
14236,40.7222,-73.997
14237,40.69,-73.9652
14238,40.7744,-73.9482
14239,40.7673,-73.9174
14240,40.7623,-73.973
14241,40.7469,-73.9838
14242,40.7737,-73.9497
14243,40.7473,-73.9854
14244,40.6802,-73.9927
14245,40.6921,-73.9956
14246,40.744,-73.9978
14247,40.7567,-73.9977
14248,40.7607,-73.9675
14249,40.7553,-73.9764
14250,40.733,-73.9755
14251,40.7413,-73.9931
14252,40.743,-74.004
14253,40.6453,-73.7805
14254,40.7449,-73.9995
14255,40.7521,-73.9757
14256,40.6357,-74.029
14257,40.7675,-73.9594
14258,40.7589,-73.9268
14259,40.7544,-73.9881
14260,40.75,-73.9845
14261,40.7397,-73.9795
14262,40.7418,-73.9749
14263,40.7795,-73.9532
14264,40.7612,-73.9867
14265,40.7201,-73.9569
14266,40.765,-73.9822
14267,40.7709,-73.9823
14268,40.7554,-73.9732
14269,40.7381,-73.9985
14270,40.7465,-73.981
14271,40.7583,-73.9834
14272,40.7297,-74.0007
14273,40.7287,-74.0113
14274,40.7525,-73.9782
14275,40.7398,-73.9741
14276,40.7183,-73.96
